ID,Name,Pronouns,affinity_she_her,affinity_he_him,affinity_they_them,affinity_xe_xer,affinity_she_they,affinity_he_they,User_Group,Base_Pronoun_List
28,Jessica Hodge,he/him,0.3134923543895025,0.27626139879366735,0.25386678560653264,0.07152821600230277,0.0699450699188229,0.014906175289171708,he,['he']
29,Mrs. Katherine Cooper,she/her,0.5333074946893792,0.3767911501350452,0.023744011373119347,0.022042513313526163,0.01228816749103776,0.03182666299789225,she,['she']
30,Rachel Miles,they/them,0.31489954719911784,0.35681867832799996,0.18844411459046323,0.0061317794036356696,0.04908591046119754,0.08461997001758584,they,['they']
31,Jamie Mccullough,they/them,0.14690089894397823,0.3846065447855278,0.3538485034883248,0.02237621932896263,0.08504519852879762,0.0072226349244087105,they,['they']
32,Robert Porter,he/him,0.4150542067817749,0.33781483433272824,0.16720519122980412,0.016689338172482148,0.02153114561159905,0.04170528387161142,he,['he']
33,John Nolan,she/her,0.4956562257871403,0.13472867209552003,0.23010470430589913,0.08290605261405207,0.01998206265194609,0.03662228254544235,she,['she']
34,Jeanette Diaz,he/him,0.21137065764708216,0.4538693656699126,0.11658992289010847,0.06308045572898674,0.06340404399777119,0.0916855540661389,he,['he']
35,Angela Shelton DDS,she/her,0.2824983445765947,0.4239343227009539,0.1343097671574165,0.021927646626847857,0.01839438978608039,0.11893552915210678,she,['she']
36,Kimberly Valdez,he/him,0.2834265765202626,0.4588495837988914,0.10666080567385472,0.06035131666124469,0.06008782617579857,0.030623891169948018,he,['he']
37,Susan Gillespie,she/her,0.2972681322073874,0.27910010334328383,0.1818686513781468,0.1341946675530269,0.03009663401678653,0.07747181150136868,she,['she']
38,David Downs,he/him,0.18706518348036635,0.45602673816591527,0.0910158680936232,0.03667739119982,0.18278266938179286,0.04643214967848248,he,['he']
39,Michael Briggs,they/them,0.16252106567577973,0.511402078349306,0.20126879230322198,0.05723667643124295,0.059889400474971995,0.007681986765477318,they,['they']
40,Bradley Powell,xe/xer,0.363204307866689,0.39205609366837413,0.11449374102627945,0.029915747064827403,0.09171053947574588,0.008619570898084055,xe,['xe']
41,Antonio Shah,he/him,0.2748482673591323,0.21606846297099452,0.08485112207421915,0.028037827766793345,0.15592611857023725,0.24026820125862342,he,['he']
42,Charlotte Sanchez,he/him,0.4539101848556746,0.2957238420007592,0.1313677048422236,0.02536461763656626,0.020230929805554975,0.07340272085922143,he,['he']
43,Maria Cameron,she/her,0.37826543865296935,0.3188673189612259,0.18642098197561105,0.03653255611655806,0.04962469943515642,0.03028900485847944,she,['she']
44,James Long,they/them,0.260765574218914,0.4022281409833342,0.1396337199954401,0.041498514261436185,0.06710555212901446,0.08876849841186109,they,['they']
45,John Williams,they/them,0.3278105179776972,0.2440949252700058,0.31587797779174176,0.01802063917493701,0.030350836485123975,0.06384510330049442,they,['they']
46,Ronald Martinez,he/him,0.1645358378361999,0.2743833575383118,0.30449676881898674,0.036764183304002225,0.11871851583806345,0.10110133666443587,he,['he']
47,Jordan Conrad,he/him,0.12143344716970247,0.4499611235531646,0.16981605531752061,0.004325657284371593,0.060989628223844454,0.19347408845139624,he,['he']
48,Alexis Cooper,he/they,0.16252418409045974,0.18833911871322054,0.2048767213240687,0.009017292409735866,0.07763780944115814,0.3576048740213571,he/they,"['he', 'they']"
49,Adam Chambers,xe/xer,0.3738695525051379,0.3809574759304345,0.09281382242158774,0.040745652278342315,0.08727418503787801,0.02433931182661948,xe,['xe']
50,Valerie Fox,she/her,0.35557982658869625,0.1839032208545502,0.2567357237959132,0.04463038674985796,0.04634093945960096,0.11280990255138143,she,['she']
51,Nicole Ware,he/him,0.42646155592535323,0.38948109492515287,0.11604694471379572,0.007950063127988004,0.02886970019961089,0.031190641108099496,he,['he']
52,Catherine Davis,she/her,0.607732763535298,0.2053245275786608,0.021112987097167798,0.04235066856592245,0.04643835350901918,0.07704069971393199,she,['she']
53,Wayne Fitzgerald,she/her,0.2595491175679967,0.6128188077959624,0.034735909436643425,0.04128847440923284,0.02137336530776792,0.030234325482396886,she,['she']
54,Maureen Johnson,she/they,0.31042081146451644,0.40379257977253813,0.06343168270063462,0.12853540546895317,0.07957487454030507,0.014244646053052708,she/they,"['she', 'they']"
55,Dominic Fritz,xe/xer,0.353480518341374,0.3119474650129988,0.15139041390925478,0.016954153313696527,0.1438120072393204,0.022415442183355373,xe,['xe']
56,Amanda Vance,she/they,0.24102400111076747,0.2778505824325024,0.17544413665729028,0.017510736975021573,0.1493588130824058,0.13881172974201245,she/they,"['she', 'they']"
57,Richard Harper,she/her,0.3514754124660751,0.3368659789727256,0.06561189381977757,0.07395854273374185,0.04575904695623796,0.12632912505144198,she,['she']
58,Victor Anderson,they/them,0.2796468641389867,0.48803155894786776,0.12135699305992771,0.02994073172244636,0.011687121246332111,0.06933673088443938,they,['they']
59,Patricia Pace,he/him,0.2335078095624137,0.21164719022904155,0.35498341323448235,0.033542181836443606,0.1008584283191212,0.06546097681849761,he,['he']
60,Clifford Roy,she/her,0.5410694552329232,0.2624360640590774,0.05055203051578622,0.013930407086149064,0.09154945214951905,0.040462590956545204,she,['she']
61,Jessica Guerrero,they/them,0.26090050049128855,0.27820360148335477,0.13485914128055668,0.03083663122550355,0.1675711401617668,0.12762898535752962,they,['they']
62,Christopher Mcfarland,she/her,0.24810922153968026,0.4664649039303163,0.08754245686572645,0.03096220981226495,0.1494856967006098,0.017435511151402208,she,['she']
63,Dennis Davis,they/them,0.39371239973075073,0.23728502714395333,0.2496247611000466,0.02856518337257408,0.028509298970691415,0.062303329681983925,they,['they']
64,Pamela Jacobs,he/him,0.22281531275047614,0.5183415859138588,0.07842358857020007,0.07768574163071426,0.059359373414500066,0.043374397720250674,he,['he']
65,Cindy Moore,she/her,0.39301442888213395,0.272938273487892,0.13449748790499266,0.0036379764599285174,0.10158144427397602,0.09433038899107679,she,['she']
66,Scott Gentry,she/her,0.3005155288584106,0.43628876668718525,0.09437252289825217,0.006081810222194214,0.10338948690407825,0.05935188442987953,she,['she']
67,Thomas Buchanan,she/her,0.5213561499682909,0.32580640992095833,0.01954259241938645,0.009723406487750812,0.0878198462110568,0.035751594992556694,she,['she']
68,Shelby Lynch,she/her,0.2335274281525889,0.572613821229062,0.020495715520335387,0.024851575638307984,0.08816883436853713,0.060342625091168486,she,['she']
69,Michael White PhD,he/him,0.40497430833512515,0.2797529625638529,0.13730887185151538,0.030711002066577196,0.11973223267231065,0.027520622510618792,he,['he']
70,Laura Nelson,they/them,0.3425680182062766,0.3859255232814137,0.16253072032636642,0.05048619512794798,0.01659467449647315,0.04189486856152219,they,['they']
71,Tammy Martinez,she/her,0.2774704084104201,0.3835125884437925,0.21502472333429884,0.040921160293913766,0.06247376500992028,0.020597354507654566,she,['she']
72,Diana Evans,she/her,0.4737439932490935,0.10985243440464343,0.26245213806171724,0.0019742576438090305,0.08598127818715126,0.06599589845358557,she,['she']
73,Jessica Carson DDS,he/him,0.29032119340377843,0.38705941126271054,0.049359006613067906,0.030587474593672326,0.08307647451977629,0.15959643960699457,he,['he']
74,Michaela Harrington,she/they,0.44172358237648884,0.21257862785438386,0.12252559874924221,0.004118286010788466,0.1610296750669379,0.05802422994215872,she/they,"['she', 'they']"
75,Emily Boone,he/him,0.12407334022663229,0.5576935049654909,0.0604584691446853,0.12446318516425327,0.03280740169417125,0.10050409880476707,he,['he']
76,Brandon Owens,he/him,0.20466875566122053,0.3984754471327467,0.04085656859708776,0.03726877445698118,0.2613071378710389,0.05742331628092495,he,['he']
77,Debbie Miller,he/him,0.43475744435277996,0.3270433045922907,0.08018677544431235,0.03814609408635104,0.10375635791994535,0.01611002360432074,he,['he']
78,Sean Williams,he/him,0.2364753574621842,0.4152123802760812,0.12133837674714108,0.07745062043124598,0.09791603278344936,0.05160723229989808,he,['he']
79,Robert Fitzgerald,she/her,0.6530720773309443,0.13287772702324607,0.05805981776255842,0.032553524585292766,0.09189806974412659,0.03153878355383178,she,['she']
80,Mrs. Jennifer Diaz DDS,he/him,0.2488688388752014,0.5075974144375632,0.05813083370178241,0.07809757545524147,0.08259640278769217,0.024708934742519433,he,['he']
81,Ashley Galvan,he/him,0.34790705119904103,0.30797329985577765,0.133066376075796,0.0236298331534952,0.1807548581452452,0.006668581570644903,he,['he']
82,Michael Potts,he/him,0.4459958800713813,0.33648690596335834,0.06496649631965251,0.06120620066892565,0.04997298493313102,0.0413715320435511,he,['he']
83,Thomas Miller,xe/xer,0.144905901162995,0.43450317515648157,0.027442696856928614,0.21077701893370623,0.02974842251507867,0.15262278537481003,xe,['xe']
84,Corey Murphy,he/him,0.48844693747536194,0.2655460585261887,0.10973273224204487,0.01930096801314063,0.08203946248711498,0.03493384125614907,he,['he']
85,Jeremy Williams,she/her,0.37569989629058204,0.31406324151514514,0.09972501569603832,0.034778196161701004,0.06619069133255044,0.109542959003983,she,['she']
86,Christopher Lee,he/him,0.25407684694929594,0.3884693575731726,0.24570822751735583,0.024814894831826067,0.04692284229190605,0.04000783083644372,he,['he']
87,Luke Zhang,she/her,0.2667382905225915,0.374875113085278,0.16589852204182626,0.04182116331842207,0.042433592875031415,0.10823331815685067,she,['she']
88,Alexander Burnett,she/her,0.3885091484167951,0.348790928174042,0.09525456052209921,0.02157292105123191,0.04097137551081834,0.10490106632501353,she,['she']
89,Justin Oneill,he/him,0.3429200384627002,0.4173676819887533,0.050815375256499026,0.03554001610222115,0.09488947070774324,0.058467417482083055,he,['he']
90,Gary Brooks,he/they,0.38242849682932983,0.22130741525557254,0.17400808961688083,0.019698071792592416,0.017717208437163106,0.18484071806846122,he/they,"['he', 'they']"
91,Andrew Mckinney,he/they,0.17610945817331952,0.4393512473505094,0.03890233974692557,0.08621924979425952,0.10115233352369846,0.1582653714112878,he/they,"['he', 'they']"
92,Jose Haley,they/them,0.23699645648961917,0.2936131144940598,0.09865725175844543,0.04467251625052916,0.1436479172718316,0.18241274373551483,they,['they']
93,Michael Hall,she/her,0.32358995253976197,0.3816723070636144,0.2084051922190101,0.050406999509599384,0.029247380923144446,0.006678167744869788,she,['she']
94,Theresa Lowe,she/her,0.2660159602726808,0.5324494966106871,0.06154100799836378,0.027889883711165023,0.033985475388549985,0.07811817601855323,she,['she']
95,Dr. Charles Alvarez,they/them,0.31347905872025467,0.4130870243769349,0.10565732165834528,0.05351193315104502,0.02573785907479931,0.08852680301862072,they,['they']
96,Allison Ramos,he/him,0.307702250336513,0.46868225705312766,0.07271917028646169,0.04487051183765849,0.03967059209021456,0.06635521839602465,he,['he']
97,Joseph Manning,he/him,0.3875591141535482,0.3952858510172898,0.08179518461795288,0.009412139838965867,0.07058468806260167,0.0553630223096416,he,['he']
98,Richard Johnson,she/they,0.1876239633482086,0.38029562892160934,0.08778687692360022,0.044656651408713305,0.2697414014316355,0.029895477966233017,she/they,"['she', 'they']"
99,Samuel Peters,he/him,0.3751400174696551,0.44716146404056695,0.07655728153535783,0.01503416051672736,0.07096972423852523,0.015137352199167587,he,['he']
100,Seth Sanders,they/them,0.23712570736733202,0.5251702629295051,0.07265448605585999,0.09125638874241367,0.021295027645814375,0.05249812725907483,they,['they']
101,William Wells,she/her,0.33049182508100194,0.36626524226448476,0.04078484633119043,0.131753222802022,0.07884952340142563,0.051855340119875214,she,['she']
102,Mario Vargas MD,he/him,0.3654415104500347,0.4042293790385471,0.09185127882880269,0.06558778218975886,0.029054884257907306,0.043835165234949146,he,['he']
103,Chelsea Phelps,they/them,0.2073270031793349,0.2800508334436227,0.38200981747641166,0.036720190603138525,0.06957746079307005,0.024314694504422096,they,['they']
104,Christine Ibarra,he/him,0.2153772138935159,0.35229956957520114,0.21746359242784322,0.046830808400844685,0.0916758275349598,0.07635298816763525,he,['he']
105,Aaron Rodriguez,he/him,0.3861304952861649,0.30216933585006805,0.08235578840397652,0.054830254654537766,0.09223697523901589,0.08227715056623688,he,['he']
106,James Roberts,she/her,0.3236340971922471,0.35829184407214315,0.12828949538237264,0.06086670865726089,0.11841699082770335,0.010500863868272897,she,['she']
107,Eric Huynh,he/they,0.25521445334061044,0.4296450837124846,0.12047929727229846,0.12401221805657721,0.003411809082065514,0.06723713853596379,he/they,"['he', 'they']"
108,Tara Chang,she/her,0.2869303716258833,0.2696695791205695,0.0494071445222021,0.014179806391794612,0.19129329147395346,0.18851980686559713,she,['she']
109,Jeremiah Wilkerson,they/them,0.16446446073897877,0.28291132521273227,0.21877305396405045,0.014402898809275208,0.2750948510637288,0.0443534102112348,they,['they']
110,Bailey Ramos,she/her,0.33236575475402397,0.41161051899201856,0.09516382088807046,0.013501156759107904,0.09815039477187475,0.049208353834904406,she,['she']
111,Michelle Martin,he/him,0.42335507223756685,0.30115327891834864,0.0787011916322623,0.13108453286798216,0.02825876987004076,0.037447154473799336,he,['he']
112,Kathy Johnson,he/him,0.16571748725848176,0.5264069702651116,0.13517534894164754,0.08378532455460319,0.06394944211849021,0.024965426861665637,he,['he']
113,Anthony Holland,she/her,0.35452595776760065,0.31493432967373414,0.17981997082743123,0.025378422483650406,0.08963172958137043,0.03570958966621314,she,['she']
114,Adam Campbell,he/him,0.3707351760606038,0.18816469225685406,0.25802112253295395,0.000973626871494735,0.09216409798868862,0.08994128428940484,he,['he']
115,George Robinson,they/them,0.2652591682507043,0.4861905066676878,0.1649014255397669,0.007966572569896342,0.022230692644061367,0.053451634327883316,they,['they']
116,Tyler Weaver,she/her,0.4326850319248047,0.3625068920782161,0.11331884749494162,0.006136591252054793,0.027541366801700967,0.057811270448282014,she,['she']
117,Joe Young,she/her,0.153654616766706,0.30897232009505626,0.22863627297990782,0.056132258629440976,0.008675256449764543,0.24392927507912435,she,['she']
118,Anthony Jackson,xe/xer,0.2917537268576243,0.22310487455483768,0.20685382335141092,0.07913869521502655,0.1449039118634931,0.05424496815760748,xe,['xe']
119,Pamela Kim,he/him,0.3298455847350804,0.5191799444484567,0.0656830660010447,0.0082783405477449,0.050647471070810836,0.02636559319686265,he,['he']
120,Richard Howard,she/they,0.2680970748870322,0.3758453066776297,0.15999009113700188,0.03397323414604266,0.10318296244564706,0.058911330706646524,she/they,"['she', 'they']"
121,Rachel Barnes,she/her,0.2975013892224119,0.41158077251507735,0.18033417553628892,0.0051682302641266305,0.04504224417809883,0.06037318828399621,she,['she']
122,Jermaine Smith,he/him,0.3294832756692363,0.37707890390027327,0.04351890659545577,0.0948876856640995,0.05068678856939869,0.10434443960153654,he,['he']
123,Samantha Gray,she/her,0.4139771259822894,0.24895831743981117,0.16329639172234192,0.026099697069531153,0.07621963385278467,0.07144883393324158,she,['she']
124,John Smith,he/him,0.14458085831641126,0.42217786200174484,0.1485054110700465,0.08795214283478384,0.037522113326437574,0.15926161245057605,he,['he']
125,Rachel Gray,they/them,0.5782360949152603,0.09990192114698994,0.11156978640213869,0.0344845538949436,0.04600661541283483,0.12980102822783274,they,['they']
126,Linda Bell,he/him,0.2251772557711727,0.37852080651786035,0.20060048055508065,0.00382790433378313,0.04487366310551785,0.14699988971658517,he,['he']
127,Lauren Fletcher,she/they,0.1776613304382827,0.365037573210226,0.1162526023447487,0.0752573373040853,0.07584266874778646,0.1899484879548708,she/they,"['she', 'they']"
128,Patricia Perkins,he/him,0.2876153786992552,0.49433947075131535,0.14166615969657104,0.05289822962984628,0.011903794544586324,0.011576966678425935,he,['he']
129,Philip Mathis,he/him,0.38192599537896416,0.26405227233961376,0.1848956688702067,0.03720032280891309,0.09034740945623736,0.04157833114606488,he,['he']
130,Karen Perry,he/him,0.33321758763863846,0.4343303879773835,0.041267278096667574,0.04558407774043837,0.12158507103773762,0.024015597509134432,he,['he']
131,Shelly Harris,he/they,0.2980286506157669,0.2430367415290805,0.2741270681518833,0.10285519227990127,0.06267024896404999,0.019282098459318102,he/they,"['he', 'they']"
132,Amanda Lawrence,he/him,0.2495646938438613,0.47424837230512906,0.045895652850876247,0.07400548992901997,0.07226470527006522,0.08402108580104808,he,['he']
133,Dennis Stuart,he/him,0.2527685881179455,0.4290746246842664,0.1904925121807805,0.03644233560727554,0.01685216218876704,0.07436977722096508,he,['he']
134,Matthew Hunter,she/her,0.610984209911376,0.2472448706805397,0.04610523550203084,0.02406972543635158,0.027913298707063456,0.043682659762638396,she,['she']
135,Calvin Arellano,he/him,0.39499233211834345,0.348838289630251,0.15050085715352923,0.007158686609760485,0.02541374506276573,0.07309608942534991,he,['he']
136,Jonathan Miller,he/him,0.213621430735004,0.427120858940775,0.16257060488294722,0.038149504945914146,0.024116574187343354,0.13442102630801617,he,['he']
137,Sarah Hunter,he/they,0.30229879791392217,0.3675739590712066,0.08541093496973282,0.03596521082873415,0.09522422656710437,0.11352687064929971,he/they,"['he', 'they']"
138,Matthew Young,she/her,0.2983444384446141,0.3182894302985415,0.18401051598162035,0.022821600597191183,0.13918221513196544,0.037351799546067356,she,['she']
139,Erin Gardner,he/they,0.15403401065048242,0.43439589500125164,0.15232111186794134,0.05616986065838508,0.07670309111259478,0.12637603070934497,he/they,"['he', 'they']"
140,Meagan Miranda,she/her,0.5485525608171749,0.21892007728530966,0.06842527138777024,0.09277855487391717,0.04954759314579086,0.021775942490037236,she,['she']
141,Emily Ruiz,he/him,0.23814281926759048,0.5050841040119818,0.07004048965489389,0.043892304331295325,0.0260036292130433,0.11683665352119525,he,['he']
142,Amy Johnson,xe/xer,0.40738014215778684,0.3424475122623286,0.12240668757741664,0.03720680156014813,0.029132992780659315,0.06142586366166038,xe,['xe']
143,Kristen Harper,he/him,0.16862528245392971,0.48359050060959446,0.08209132142483179,0.05886327566420352,0.19513804941310053,0.011691570434339793,he,['he']
144,Logan Rodriguez,he/they,0.3989384449626451,0.2817979189409578,0.23773843168545403,0.03422076522285717,0.012051166110368236,0.03525327307771776,he/they,"['he', 'they']"
145,Chelsea Burns,he/him,0.35619156047381967,0.2838405688153507,0.21404344163879518,0.05043592560508593,0.049311053525533825,0.046177449941414685,he,['he']
146,Gregory Ross MD,he/they,0.1273619665675677,0.5716503304753885,0.14014644415980174,0.0395958253355209,0.025281064614784524,0.09596436884693665,he/they,"['he', 'they']"
147,Gabriel Daugherty,he/him,0.45479434803390206,0.22976825473804383,0.09669145632504157,0.10158882852435928,0.02839693697350061,0.08876017540515259,he,['he']
148,Jeffrey James,she/her,0.38097230053285736,0.3721486647994038,0.10685839304662917,0.009892644177375185,0.034751712352981835,0.09537628509075269,she,['she']
149,Katherine King,she/her,0.35361843094818146,0.40219325943985174,0.05063432875599758,0.12849860474352984,0.028435835766605976,0.036619540345833375,she,['she']
150,Lisa Peterson,he/him,0.13611760398681277,0.33650407354546513,0.4154361851196369,0.0032443984442913016,0.010092002847346473,0.09860573605644744,he,['he']
151,Jasmine Castro,she/her,0.49226684298793894,0.2870205085106862,0.06477664561713022,0.01194608596992053,0.08971010347960848,0.05427981343471543,she,['she']
152,David Dawson,she/her,0.31876276305883977,0.32579908942758,0.11240312256664112,0.09983374016869616,0.06355278123764616,0.07964850354059681,she,['she']
153,Mitchell Villarreal,she/her,0.37520584342695434,0.20534437150400242,0.0810593215550229,0.009894387282454373,0.07288418799590245,0.25561188823566355,she,['she']
154,Miss Wendy Perez,he/him,0.3298129736362964,0.38410538057137683,0.02263966421023494,0.07411738939142236,0.08602341429461453,0.10330117789605472,he,['he']
155,Kimberly Martin,they/them,0.3482124929578608,0.42065235647500043,0.10504225710933203,0.03796037021402952,0.061127074375260555,0.027005448868516718,they,['they']
156,Adrian Gutierrez,she/her,0.2950068985473268,0.3822660519478916,0.161330319017252,0.04988742985371657,0.07447018272997986,0.037039117903833046,she,['she']
157,Jose Torres,she/her,0.5307022888769356,0.1686381062639702,0.09414245908666426,0.07430371634017284,0.10434072125449931,0.027872708177757836,she,['she']
158,Casey Rodriguez,she/they,0.3175422603611373,0.10559600431368665,0.11499979125124603,0.010587114341015712,0.15061291996815018,0.3006619097647641,she/they,"['she', 'they']"
159,Cynthia Flynn,she/her,0.44157472873026493,0.37424136484490544,0.06249369637073982,0.028674163881411488,0.018500467950370757,0.07451557822230755,she,['she']
160,John Franklin,she/her,0.21042114700525721,0.38700726202069,0.1913341383122781,0.12181358932219105,0.01762532608380889,0.07179853725577454,she,['she']
161,Maurice Hughes,she/her,0.2557689691045465,0.38781846385226293,0.10573746599985388,0.03423765176369881,0.08136652158713159,0.13507092769250625,she,['she']
162,Pamela Kelley,they/them,0.38789321140999705,0.4432482965062205,0.11494557070752198,0.017069618682638156,0.009056444254827817,0.027786858438794245,they,['they']
163,Kristen Green,they/them,0.44368203175437476,0.30664597097438595,0.11525681647333108,0.0684340285142465,0.04052854574314552,0.025452606540515912,they,['they']
164,Jeremy Lewis,she/her,0.36780773631178654,0.3113200546650353,0.18802459235726887,0.02944742385928495,0.03876523525251223,0.06463495755411186,she,['she']
165,Mary Hamilton,they/them,0.2221385670306571,0.4167133235515082,0.07910497920385619,0.04269816389662434,0.11738392139785288,0.1219610449195013,they,['they']
166,Donald Gray,he/him,0.46936463797619304,0.2640895038713848,0.0916219847807845,0.034526970512345864,0.05919457501761787,0.08120232784167383,he,['he']
167,Samantha Holmes,they/them,0.29119957233697125,0.28461311640119535,0.20390439389129425,0.08147169997610244,0.03411962717103156,0.1046915902234053,they,['they']
168,Thomas Anderson,she/they,0.2027568867772173,0.2739168318931139,0.1464258641907242,0.015738409128632464,0.2110287789120383,0.15013322909827398,she/they,"['she', 'they']"
169,Candace Mccormick,he/him,0.401134033245459,0.2362287224430522,0.2581832277195335,0.022026041596059122,0.05114353234155681,0.03128444265433941,he,['he']
170,Joseph Owen,she/her,0.32589399701218885,0.44482352442722556,0.16480466988018458,0.006889656139480928,0.022430634852875077,0.03515751768804491,she,['she']
171,Evan Jones,she/her,0.2810744386430773,0.19200810648267888,0.3316088015527624,0.0029759596013050676,0.1265257127596222,0.06580698096055412,she,['she']
172,Ian Green,he/him,0.37810585344544173,0.22024274033737742,0.2007493585008885,0.018465390524117196,0.03459843460578373,0.14783822258639137,he,['he']
173,Emily Howard,she/they,0.5779919282011866,0.24744947346574203,0.03371600683997374,0.00509474826735044,0.033048532198859004,0.1026993110268882,she/they,"['she', 'they']"
174,Timothy Reynolds,they/them,0.11654094232631858,0.23505363359770548,0.49280033943219753,0.025325977134260345,0.07102363428307658,0.059255473226441396,they,['they']
175,Cynthia Randall,she/they,0.4120600665863601,0.3531022499954332,0.0496187769989997,0.010087221210676912,0.0819687172228232,0.09316296798570689,she/they,"['she', 'they']"
176,Sarah Snyder,he/they,0.4112010309382798,0.23638780134648374,0.13216798297795035,0.01633409375982452,0.08179188853489419,0.12211720244256755,he/they,"['he', 'they']"
177,Marcus Smith,he/him,0.1635408739535614,0.6199531994683446,0.08449729721424167,0.04846940083838679,0.058469981516745824,0.025069247008719642,he,['he']
178,James Sawyer,they/them,0.22068322423499667,0.3745721628745887,0.10596670013978514,0.10885428815009192,0.13367208958841215,0.056251535012125556,they,['they']
179,Mary Wright,they/them,0.13762643698963362,0.31728107955105317,0.36737895731537373,0.06816485624737623,0.0846389236340332,0.024909746262529932,they,['they']
180,Nathan Allen,he/they,0.3822844172385262,0.45985756807288103,0.09138779468271808,0.006471722242174558,0.03984306969829365,0.020155428065406288,he/they,"['he', 'they']"
181,Jeffrey Bond,he/they,0.2527944977141028,0.4831604099745787,0.0766972867474577,0.022668281402142998,0.14082625899869752,0.023853265163020228,he/they,"['he', 'they']"
182,David Crane,they/them,0.135380473975897,0.5472139318314022,0.16193427967229032,0.002947433686807511,0.03346691583046569,0.11905696500313726,they,['they']
